"站点地址","站点名称","站点编号","站点加盟日期","银行业务签约日期","签约银行","站点卡数","站点余额","卡均余额"
"河北省石家庄市深泽县留村乡西内堡村","深泽县留村乡西内堡村","13010286","2015-01-06 14:45:11","2015-01-06 14:45:11","中国银行","213","2670000.00","12535.211268"
"河北省石家庄市深泽县白庄乡东古罗村","深泽县白庄乡东古罗村","13010288","2015-01-06 14:49:07","2015-01-06 14:49:07","中国银行","212","13450000.00","63443.396226"
"河北省石家庄市鹿泉市大河镇孟同村","鹿泉区大河镇孟同村助农点","13010289","2015-01-06 14:49:10","2015-01-06 14:49:10","中国银行","231","1600000.00","6926.406926"
"河北省石家庄市深泽县桥头乡大桥头村","深泽县桥头乡大桥头村","13010290","2015-01-06 14:51:15","2015-01-06 14:51:15","中国银行","586","17840000.00","30443.686007"
"河北省石家庄市深泽县桥头乡河庄村","深泽县桥头乡河庄村","13010291","2015-01-06 14:52:12","2015-01-06 14:52:12","中国银行","326","1230000.00","3773.006135"
"河北省石家庄市深泽县铁杆镇西三村","深泽县铁杆镇西三村","13010293","2015-01-06 14:54:06","2015-01-06 14:54:06","中国银行","617","20060000.00","32512.155592"
"河北省石家庄市深泽县赵八乡大梨元村","深泽县赵八乡大梨园村","13010295","2015-01-06 14:56:52","2015-01-06 14:56:52","中国银行","216","3350000.00","15509.259259"
"河北省石家庄市井陉县孙庄乡洛阳村","井陉县洛阳村助农服务点","13010296","2015-01-06 14:59:43","2015-01-06 14:59:43","中国银行","478","1470000.00","3075.313808"
"河北省石家庄市深泽县白庄乡南白庄村","深泽县白庄乡南白庄村","13010297","2015-01-06 15:02:15","2015-01-06 15:02:15","中国银行","290","6490000.00","22379.310345"
"河北省石家庄市井陉县天长镇北关村","井陉天长镇北关","13010298","2015-01-06 15:05:28","2015-01-06 15:05:28","中国银行","795","4410000.00","5547.169811"
"河北省石家庄市深泽县桥头乡北卓头村","深泽县桥头乡北卓头村","13010299","2015-01-06 15:08:08","2015-01-06 15:08:08","中国银行","229","22740000.00","99301.310044"
"河北省石家庄市深泽县铁杆镇西北马村","深泽县铁杆镇西北马村","13010301","2015-01-06 15:14:01","2015-01-06 15:14:01","中国银行","235","3350000.00","14255.319149"
"河北省石家庄市正定县南楼乡南楼村","正定县南楼村","13010302","2015-01-06 15:14:50","2015-01-06 15:14:50","中国银行","257","15010000.00","58404.669261"
"河北省石家庄市正定县新安镇西慈亭村","正定县新安镇西慈亭村","13010303","2015-01-06 15:17:14","2015-01-06 15:17:14","中国银行","73","580000.00","7945.205479"
"河北省石家庄市井陉县小作镇小作村","井陉小作镇小作村","13010304","2015-01-06 15:17:36","2015-01-06 15:17:36","中国银行","728","3410000.00","4684.065934"
"河北省秦皇岛市海港区北港镇姚周寨村","北港镇姚周寨","13030053","2015-01-06 15:52:05","2015-01-06 15:52:05","中国银行","157","1600000.00","10191.082803"
"河北省秦皇岛市卢龙县陈官屯乡新挪寨村","陈官屯乡新挪寨村","13030054","2015-01-06 15:55:55","2015-01-06 15:55:55","中国银行","203","1010000.00","4975.369458"
"河北省秦皇岛市卢龙县下寨乡张木庄村","下寨乡张木庄村","13030055","2015-01-06 15:58:27","2015-01-06 15:58:27","中国银行","381","2810000.00","7375.328084"
"河北省秦皇岛市卢龙县印庄乡岳各庄村","印庄乡岳各庄村","13030056","2015-01-06 16:00:48","2015-01-06 16:00:48","中国银行","549","2620000.00","4772.313297"
"河北省秦皇岛市卢龙县木井乡朱家桥村","木井镇朱家桥","13030059","2015-01-06 16:08:11","2015-01-06 16:08:11","中国银行","282","9010000.00","31950.354610"
"安徽省铜陵市枞阳县白湖乡桂元村","铜陵枞阳县白湖乡桂元村助农服务点","34080001","2015-01-06 16:10:51","2015-01-06 16:10:51","中国银行","284","3187697.42","11224.286690"
"河北省沧州市黄骅市黄骅镇方庄村","黄骅市黄骅镇方庄子","13090183","2015-01-06 16:18:46","2015-01-06 16:18:46","中国银行","202","4200000.00","20792.079208"
"河南省商丘市夏邑县王集乡张楼村","夏邑王集乡张楼村惠农支付服务点","41140580","2015-01-06 16:38:06","2015-01-06 16:38:06","中国银行","145","92124.51","635.341448"
"河南省开封市兰考县城关乡司野村","开封市兰考县城关镇司野村惠农支付服务点","41020005","2015-01-06 16:52:52","2015-01-06 16:52:52","中国银行","205","669555.33","3266.123561"
"河南省商丘市夏邑县何营乡孟大桥村","夏邑何营乡孟大桥村惠农服务点","41140581","2015-01-06 17:10:37","2015-01-06 17:10:37","中国银行","189","76470.01","404.603228"
"河南省安阳市林州市桂林镇小店村","林州市桂林镇小店村郭林章惠农服务支付点","41050004","2015-01-06 17:49:42","2015-01-06 17:49:42","中国银行","303","2191152.96","7231.527921"
"河北省衡水市深州市魏桥镇白宋庄村","魏桥镇白宋庄村","13110280","2015-01-06 18:24:16","2015-01-06 18:24:16","中国银行","659","10050000.00","15250.379363"
"山东省滨州市博兴县博兴镇东关村村民委员","滨州市博兴县博昌街道东关村助农服务点","37160135","2015-01-06 18:31:18","2015-01-06 18:31:18","中国银行","1","1474672.40","1474672.400000"
"河北省衡水市深州市兵曹乡东午村","兵曹乡东午村","13110281","2015-01-06 18:41:27","2015-01-06 18:41:27","中国银行","257","2640000.00","10272.373541"
"河南省漯河市召陵区老窝镇庙王村","漯河市老窝镇庙王郑国杰助农金融","41110019","2015-01-06 18:48:26","2015-01-06 18:48:26","中国银行","463","575469.54","1242.914773"
"河北省衡水市深州市兵曹乡张村","双井开发区张村","13110282","2015-01-06 18:53:58","2015-01-06 18:53:58","中国银行","204","3860000.00","18921.568627"
"河北省衡水市深州市兵曹乡普乐村","兵曹乡普乐村","13110283","2015-01-06 19:01:16","2015-01-06 19:01:16","中国银行","208","1880000.00","9038.461538"
"河北省衡水市深州市魏桥镇牛家庄村","魏桥镇牛庄","13110285","2015-01-06 19:17:18","2015-01-06 19:17:18","中国银行","230","2080000.00","9043.478261"
"河北省衡水市深州市太古庄乡程家村","深州高古庄镇程家村","13110287","2015-01-06 19:54:12","2015-01-06 19:54:12","中国银行","110","3050000.00","27727.272727"
"山东省滨州市阳信县水落坡乡吴坊村","滨州市何坊街道办事处何坊街助农服务点","37160137","2015-01-06 20:28:39","2015-01-06 20:28:39","中国银行","1","140.92","140.920000"
"山东省滨州市无棣县水湾镇水湾村","滨州市无棣县水湾镇水湾村助农服务点","37160139","2015-01-06 20:36:10","2015-01-06 20:36:10","中国银行","2","100.48","50.240000"
"河北省唐山市丰润区任各庄镇任各庄村","丰润区任各庄镇任各庄村","13020083","2015-01-06 20:58:59","2015-01-06 20:58:59","中国银行","415","1640000.00","3951.807229"
"河北省唐山市玉田县杨家套乡","玉田县杨家套镇丁官屯村","13020084","2015-01-06 21:09:51","2015-01-06 21:09:51","中国银行","304","17810000.00","58585.526316"
"河北省唐山市古冶区大庄坨乡东兴街村","古冶区赵各庄东兴商店","13020085","2015-01-06 21:12:34","2015-01-06 21:12:34","中国银行","204","130000.00","637.254902"
"河北省唐山市开平区栗园镇小佛头村","唐山市开平区金园街助农服务点","13020086","2015-01-06 21:17:28","2015-01-06 21:17:28","中国银行","108","31930000.00","295648.148148"
"河南省濮阳市台前县后方乡大王村","濮阳市台前县后方乡大王庄村","41090011","2015-01-06 21:18:54","2015-01-06 21:18:54","中国银行","330","746385.26","2261.773515"
"河南省濮阳市南乐县寺庄乡豆村","濮阳市南乐县寺庄乡豆村","41090012","2015-01-06 21:27:06","2015-01-06 21:27:06","中国银行","327","1605445.04","4909.617859"
"山东省临沂市莒南县朱芦镇石场村","临沂市临港区朱芦镇石场村助农服务点","37130016","2015-02-05 00:00:00","2015-01-06 21:32:08","中国银行","129","7686512.35","59585.367054"
"河北省唐山市丰润区白官屯镇常庄子村","丰润区白官屯镇常庄子村","13020088","2015-01-06 21:33:00","2015-01-06 21:33:00","中国银行","943","1210000.00","1283.138918"
"河北省唐山市丰润区左家坞镇大旺庄村","丰润左家坞镇大旺庄村","13020089","2015-01-06 21:47:05","2015-01-06 21:47:05","中国银行","167","6140000.00","36766.467066"
"河北省唐山市滦南县宋道口镇宋道口村","滦南县宋道口镇","13020090","2014-11-11 00:00:00","2015-01-06 21:52:11","中国银行","518","6580000.00","12702.702703"
"河北省唐山市玉田县杨家板桥镇于家桥村","玉田县杨家板桥镇于家窑村","13020091","2015-01-06 22:00:46","2015-01-06 22:00:46","中国银行","528","6810000.00","12897.727273"
"河北省唐山市丰润区七树庄镇大令公村","丰润区七树庄镇大令公村","13020092","2015-01-06 22:02:36","2015-01-06 22:02:36","中国银行","3957","1420000.00","358.857720"
"山东省青岛市莱西市店埠镇东庄头村","青岛市莱西市店埠镇东庄头村助农服务点","37020154","2015-01-06 22:07:25","2015-01-06 22:07:25","中国银行","0","86729.22",\N
"河南省驻马店市遂平县石寨铺乡石寨铺村","驻马店市石寨铺镇石寨铺街助农服务点","41170003","2015-01-20 00:00:00","2015-01-06 22:10:20","中国银行","267","816372.67","3057.575543"
"河北省唐山市玉田县亮甲店镇亮甲店村","玉田县亮甲店镇亮甲店村","13020093","2015-01-06 22:16:09","2015-01-06 22:16:09","中国银行","1962","3580000.00","1824.668705"
"河北省唐山市丰润区七树庄镇鸦儿林村","唐山市丰润区七树庄镇牙儿林村","13020094","2015-01-06 22:19:42","2015-01-06 22:19:42","中国银行","1655","7130000.00","4308.157100"
"山东省青岛市莱西市武备镇岘沽村","青岛市莱西市日庄镇岘沽村助农服务点","37020160","2015-01-06 22:27:12","2015-01-06 22:27:12","中国银行","0","520183.95",\N
"山东省青岛市莱西市南墅镇河南村","莱西市南墅镇助农服务点","37020161","2015-01-06 22:29:07","2015-01-06 22:29:07","中国银行","0","3671899.10",\N
"山东省青岛市莱西市梅花山街道办事处前车兰泊村","青岛市莱西市水集街道办事处前车兰泊村助农服务点","37020162","2015-01-06 22:30:35","2015-01-06 22:30:35","中国银行","0","46310.31",\N
"河北省唐山市丰润区丰润镇西那母庄二村","唐山市丰润区丰润镇西那母庄二村","13020096","2015-01-06 22:39:33","2015-01-06 22:39:33","中国银行","705","3890000.00","5517.730496"
"河北省唐山市玉田县唐自头镇大山王庄村","玉田县唐自头镇大山王庄村","13020097","2015-01-06 22:43:24","2015-01-06 22:43:24","中国银行","582","10220000.00","17560.137457"
"河北省唐山市丰润区沙流河镇沙流河村","唐山市丰润区沙流河镇沙流河村","13020098","2015-01-06 22:50:41","2015-01-06 22:50:41","中国银行","2280","22220000.00","9745.614035"
"河北省唐山市玉田县散水头镇代家屯村","玉田县散水头镇代家屯村","13020099","2015-01-06 22:51:49","2015-01-06 22:51:49","中国银行","363","1920000.00","5289.256198"
"河南省周口市商水县魏集镇位集村","周口市商水县魏集位金秋助农金融","41160009","2015-01-27 00:00:00","2015-01-06 22:59:44","中国银行","336","562054.29","1672.780625"
"河北省唐山市丰润区丰润镇西马庄村","丰润区丰润镇西马庄村","13020101","2015-01-06 23:02:01","2015-01-06 23:02:01","中国银行","2024","1650000.00","815.217391"
"河北省唐山市迁安市赵店子镇李官营村","迁安市赵店子镇李官营村","13020102","2015-01-06 23:09:47","2015-01-06 23:09:47","中国银行","1182","190000.00","160.744501"
"河北省唐山市丰润区银城铺乡北陈庄子村","丰润区银城铺镇北陈村","13020103","2015-01-06 23:11:09","2015-01-06 23:11:09","中国银行","270","1120000.00","4148.148148"
"河南省周口市西华县大王庄乡霍坡村","周口市西华县大王庄乡霍坡村马清郎助农金融服务点","41160011","2015-01-06 23:15:43","2015-01-06 23:15:43","中国银行","190","1159436.15","6102.295526"
"河南省周口市扶沟县固城乡谢桥村","扶沟县固城乡谢桥村","41160012","2014-12-27 00:00:00","2015-01-06 23:24:14","中国银行","524","4558744.17","8699.893454"
"河北省唐山市玉田县鸦鸿桥镇解放村","玉田县鸦鸿桥镇解放村","13020104","2015-01-06 23:25:24","2015-01-06 23:25:24","中国银行","760","7290000.00","9592.105263"
"河北省唐山市玉田县大安镇","玉田县大安镇小屯村","13020105","2015-01-06 23:29:15","2015-01-06 23:29:15","中国银行","299","3320000.00","11103.678930"
"河南省周口市扶沟县白潭镇白潭村","扶沟县柴岗乡八一","41160013","2015-01-06 23:29:20","2015-01-06 23:29:20","中国银行","366","1525549.55","4168.168169"
"河北省唐山市古冶区王辇庄乡太古庄村","古冶区太古庄村","13020106","2015-01-06 23:33:42","2015-01-06 23:33:42","中国银行","220","1030000.00","4681.818182"
"河北省唐山市古冶区王辇庄乡白云山村","古冶区白云山村","13020107","2015-01-06 23:37:47","2015-01-06 23:37:47","中国银行","212","760000.00","3584.905660"
"河南省周口市项城市官会镇沙庙村","项城市官会沙庙集","41160015","2015-01-06 23:40:45","2015-01-06 23:40:45","中国银行","379","1279896.40","3377.035356"
"河南省周口市太康县符草楼镇明光村","太康县符草楼镇明光集行政村惠农支付服务点","41160016","2015-01-06 23:46:23","2015-01-06 23:46:23","中国银行","521","4481366.02","8601.470288"
"河南省三门峡市义马市东区街道苗元村","义马市东区办事处苗元社区村惠农支付服务点","41120005","2015-01-16 00:00:00","2015-01-07 08:54:18","中国银行","447","1667343.97","3730.075996"
"河北省承德市承德县下板城镇大杖子村","承德县下板城镇大杖子村","13080073","2015-01-07 09:20:07","2015-01-07 09:20:07","中国银行","174","760000.00","4367.816092"
"河北省唐山市乐亭县王滩镇东高村","海港开发区王滩镇东高村","13020109","2015-01-07 10:00:34","2015-01-07 10:00:34","中国银行","20118","2870000.00","142.658316"
"山东省淄博市临淄区稷下街道大杨村","淄博市临淄区皇城镇大蓬科村助农服务点","37030081","2015-01-07 10:06:00","2015-01-07 10:06:00","中国银行","123","318929.67","2592.924146"
"河北省唐山市唐海县五农场场部社区","曹妃甸区五农场金百顺装饰店","13020110","2015-01-07 10:08:43","2015-01-07 10:08:43","中国银行","538","18840000.00","35018.587361"
"甘肃省张掖市甘州区新墩镇白塔村","甘州区新墩镇白塔村","62070005","2015-01-07 10:10:04","2015-01-07 10:10:04","中国银行","122","164992.83","1352.400246"
"河南省商丘市睢阳区路河乡路河村","睢阳区路河镇街惠农支付服务点","41140583","2015-01-07 10:19:05","2015-01-07 10:19:05","中国银行","1084","1110840.70","1024.760793"
"河北省唐山市迁安市夏官营镇赵店子村","迁安市赵店子镇赵店子村","13020112","2015-01-07 10:24:51","2015-01-07 10:24:51","中国银行","1555","290000.00","186.495177"
"河南省平顶山市宝丰县闹店镇贾寨村","平顶山市宝丰县闹店镇贾寨村段聚仓助农金融","41040004","2015-01-07 10:27:26","2015-01-07 10:27:26","中国银行","650","3724327.06","5729.733938"
